epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6104824542999268,0.0005000000237487257,1.2102268934249878,0.7760778665542603,0.7711387872695923
1,0.7953146696090698,0.0005000000237487257,0.8214173913002014,0.7955493927001953,0.6209873557090759
2,0.815366268157959,0.0005000000237487257,0.7634699940681458,0.8045896887779236,0.5410150289535522
3,0.827873706817627,0.0005000000237487257,0.7216284275054932,0.8247566223144531,0.5177236199378967
4,0.837006151676178,0.0005000000237487257,0.7172911763191223,0.8344923257827759,0.5085129737854004
5,0.8453444242477417,0.0005000000237487257,0.6929672360420227,0.8324061036109924,0.5117518305778503
6,0.8465356230735779,0.0005000000237487257,0.6914547681808472,0.8358832001686096,0.5014729499816895
7,0.8548739552497864,0.0005000000237487257,0.6609456539154053,0.839360237121582,0.495000422000885
8,0.8532856702804565,0.0005000000237487257,0.6699812412261963,0.840751051902771,0.4961561858654022
9,0.8578519225120544,0.0005000000237487257,0.6692836880683899,0.8414464592933655,0.4926365315914154
10,0.8598372340202332,0.0005000000237487257,0.6412742733955383,0.8414464592933655,0.4922927916049957
11,0.8562636375427246,0.0005000000237487257,0.6574811935424805,0.8442280888557434,0.49180087447166443
12,0.8648004531860352,0.0005000000237487257,0.6338365077972412,0.8442280888557434,0.48952263593673706
13,0.8618224859237671,0.0005000000237487257,0.6476625204086304,0.8463143110275269,0.48710083961486816
14,0.8632122278213501,0.0005000000237487257,0.6512551307678223,0.8428372740745544,0.48980236053466797
15,0.864998996257782,0.0005000000237487257,0.6312158703804016,0.8428372740745544,0.49023738503456116
16,0.8608298301696777,0.0005000000237487257,0.6326284408569336,0.8428372740745544,0.49135449528694153
17,0.8614254593849182,0.0005000000237487257,0.6248497366905212,0.8435326814651489,0.48484858870506287
18,0.8651975393295288,0.0005000000237487257,0.6205520629882812,0.8435326814651489,0.4895409941673279
19,0.8632122278213501,0.0005000000237487257,0.6305334568023682,0.8435326814651489,0.48878246545791626
20,0.8628151416778564,0.0005000000237487257,0.63353431224823,0.8449234962463379,0.48376548290252686
21,0.8648004531860352,0.0005000000237487257,0.6214239001274109,0.8442280888557434,0.4843112826347351
22,0.8653960824012756,0.0005000000237487257,0.6148144006729126,0.8442280888557434,0.4836907982826233
23,0.8661901950836182,0.0005000000237487257,0.6123693585395813,0.8463143110275269,0.48408186435699463
24,0.866388738155365,0.0005000000237487257,0.6106622219085693,0.8449234962463379,0.48406460881233215
25,0.8673813939094543,0.0005000000237487257,0.6116515398025513,0.8456189036369324,0.4846923053264618
26,0.8632122278213501,0.0005000000237487257,0.6158514618873596,0.8470097184181213,0.48901087045669556
27,0.8691681623458862,0.0005000000237487257,0.6068959832191467,0.8484005331993103,0.48565390706062317
28,0.8691681623458862,0.0005000000237487257,0.6019178032875061,0.8463143110275269,0.48715779185295105
29,0.864998996257782,0.0002500000118743628,0.6125473380088806,0.8477051258087158,0.48641327023506165
30,0.8644034266471863,0.0002500000118743628,0.6095709800720215,0.8484005331993103,0.48644986748695374
31,0.8644034266471863,0.0002500000118743628,0.6097428798675537,0.8477051258087158,0.484580934047699
32,0.8681755065917969,0.0002500000118743628,0.5962526202201843,0.8470097184181213,0.48577994108200073
33,0.8691681623458862,0.0002500000118743628,0.5992844104766846,0.8477051258087158,0.4844934344291687
34,0.8709549307823181,0.0002500000118743628,0.6040817499160767,0.8456189036369324,0.4834146499633789
35,0.8653960824012756,0.0002500000118743628,0.6032925844192505,0.8477051258087158,0.4855075180530548
36,0.8697637319564819,0.0002500000118743628,0.5917272567749023,0.8490959405899048,0.4839991629123688
37,0.8719475865364075,0.0002500000118743628,0.5873756408691406,0.8490959405899048,0.48968982696533203
38,0.8657931089401245,0.0002500000118743628,0.6021233201026917,0.8497913479804993,0.48908358812332153
39,0.8683740496635437,0.0002500000118743628,0.6009256839752197,0.8484005331993103,0.4867192208766937
40,0.8677784204483032,0.0002500000118743628,0.5959692597389221,0.8490959405899048,0.4903157949447632
41,0.8687710762023926,0.0002500000118743628,0.5915133953094482,0.8504868149757385,0.4852132499217987
42,0.8653960824012756,0.0002500000118743628,0.6072558164596558,0.8484005331993103,0.4874860942363739
43,0.8695651888847351,0.0001250000059371814,0.5975362658500671,0.8477051258087158,0.4881124496459961
44,0.8711534738540649,0.0001250000059371814,0.5946111083030701,0.8484005331993103,0.48630014061927795
45,0.8683740496635437,0.0001250000059371814,0.5888696312904358,0.8484005331993103,0.4850047528743744
46,0.86797696352005,0.0001250000059371814,0.5895983576774597,0.8484005331993103,0.4871614873409271
47,0.8687710762023926,0.0001250000059371814,0.5910063982009888,0.8490959405899048,0.48762375116348267
48,0.8709549307823181,0.0001250000059371814,0.5921024680137634,0.8484005331993103,0.48669376969337463
49,0.8691681623458862,0.0001250000059371814,0.602790892124176,0.8497913479804993,0.4872363805770874
50,0.8703593611717224,0.0001250000059371814,0.5842393636703491,0.8490959405899048,0.4880541265010834
51,0.8701608180999756,6.25000029685907e-05,0.5898796319961548,0.8490959405899048,0.4872158169746399
52,0.8655946254730225,6.25000029685907e-05,0.5948548316955566,0.8497913479804993,0.4875367283821106
53,0.8695651888847351,6.25000029685907e-05,0.5860474705696106,0.8490959405899048,0.4884006381034851
54,0.8691681623458862,6.25000029685907e-05,0.5952401161193848,0.8490959405899048,0.48831233382225037
55,0.8699622750282288,6.25000029685907e-05,0.5918581485748291,0.8490959405899048,0.48799970746040344
56,0.8669843077659607,6.25000029685907e-05,0.5912931561470032,0.8490959405899048,0.4876038432121277
