people_count,density,avg_speed_mps,stagnation_ratio,avg_dwell_time_sec,flow_conflict_ratio,directional_entropy,acceleration_variance,zone_transitions,inflow,outflow,risk_label,timestamp
13.22272118222656,0.12350466508475336,1.6827373943342028,0.11291118760305086,31.3102653738625,0.09376148488484398,0.49305568654831183,0.006016788550219543,4.0682609437868384,2.5760279786249067,1.6583232781829398,SAFE,0
13.323334720257437,0.1261862446242398,1.5369288279869793,0.10844888511298494,30.89558839041481,0.08754937112266313,0.4624973629240683,0.006239115717589783,3.6982447649810917,2.6239485801733626,1.855078672178467,SAFE,1
12.43710446761346,0.10718896186028201,1.522616945625525,0.10839899896468777,32.76198359108317,0.10151592048934036,0.4239771421893135,0.0059043425696860205,3.838007793408199,2.702452485800043,1.8794222803627132,SAFE,2
12.753422256520393,0.1079680347059997,1.4868024511553477,0.10064393267644979,32.69234159225424,0.09967459724721275,0.4435893092066514,0.0058399460340352516,3.314832656317893,2.122859844557328,2.383184782398488,SAFE,3
12.275552844766386,0.1086708147147011,1.4535764078622366,0.07479211674348393,33.865489861130946,0.09939528703727571,0.4167204603040616,0.005597049787333239,2.3400483617308647,2.332652278251971,2.4361372526595093,SAFE,4
12.116915140912665,0.0867789433634905,1.3521118822284128,0.09799899705973898,27.68246990496856,0.0983930206736722,0.38450805830135587,0.0065372767977845405,2.3685422120940673,2.1962859499745404,2.694760709120006,SAFE,5
13.747636932631487,0.09442918930947902,1.2668084462520144,0.11058992106174166,25.011090661577832,0.0938694466723689,0.3943267814933196,0.0054733600277377835,2.468933875574394,1.804824764431066,2.285443802186768,SAFE,6
12.575037003945681,0.07391981574680252,1.226215421304575,0.11198919217781969,28.49955928386988,0.08545345691945258,0.3632985811542583,0.005977107444284197,2.9019441776607158,1.8935790323143797,1.8196527566427387,SAFE,7
13.592359566298933,0.08220303203892518,1.198377612557322,0.09945946534575974,29.883274956148483,0.06826492154608826,0.36465192609970126,0.004922880807775934,3.2042171657561083,1.823814357556039,2.196130447996624,SAFE,8
13.268027270801017,0.0904760838840739,1.1372977803614415,0.10018279695943158,29.24902872538796,0.08099579283727457,0.3777508965608239,0.004066756843792841,3.055832613483523,2.0811310320981686,2.234135420048421,SAFE,9
14.038700246935276,0.09012747484606623,1.1135960231504376,0.07355547657841753,30.130231756570506,0.0895180172114308,0.327495987006913,0.003191979785455672,3.3088824002263446,2.2142939279031375,2.6326354328325063,SAFE,10
13.121684492496648,0.09431718181283213,1.1855299879870085,0.055631259855653245,31.60786617684964,0.10645397317491503,0.3127686452564681,0.002195775183769224,3.9074453283921087,2.296929319721243,2.7556208830289126,SAFE,11
13.314593382073541,0.11318753617353494,1.2663762214348302,0.09184788908184265,29.992409046445534,0.10989067342888059,0.3698709612083084,0.003085449499487914,3.813302486370776,2.027733875769012,2.833772282401754,SAFE,12
12.659813822476178,0.10624150614572442,1.2043964528084472,0.07338981558678372,28.263490302009032,0.10181008325425754,0.3704168545819417,0.002788472358495578,3.3695858650740176,1.9232403793420239,2.739290504535609,SAFE,13
13.6073702935673,0.09636246500780904,1.3253358474327177,0.07125020571866376,25.36426808767807,0.09937365747242682,0.3368471728197144,0.003583516581350642,3.298544090108181,1.866074741396913,2.3403265917438096,SAFE,14
11.669153680226618,0.11304136838598428,1.222230697102397,0.07524158524051004,30.16160168665266,0.10670429908872107,0.343723079469793,0.0051625689557029475,3.8044604311437427,2.061862216060665,2.002501282168084,SAFE,15
12.378843846227493,0.11167648011257678,1.1574148962094737,0.08074254415420179,30.304874190248526,0.11880668040448507,0.2984637724619268,0.004776157902843141,3.106427806181962,2.3905627231692863,1.4952307592303766,SAFE,16
11.377200608258011,0.11786587165987948,1.073691514398977,0.08054713556930994,34.03508548595114,0.10910525369230895,0.3154888312724352,0.005105672682886225,3.632955666052759,2.42993669782284,1.4905246526863212,SAFE,17
11.456653111447624,0.10150168003339734,1.0149320828138761,0.0757920248214185,29.67824255397806,0.12068794609015274,0.3339674314889826,0.00585221103969434,3.420300730147837,2.115077173320146,1.6152998865453891,SAFE,18
11.912244058247538,0.08293680435582024,1.1182583334536533,0.07557379177277655,30.084706728316167,0.11460023177075382,0.33577600142020303,0.005855678367927399,4.080659259565204,1.9796206607562246,1.6863589349942145,SAFE,19
13.566359092936974,0.08095029228454355,1.1146397389279266,0.09088803890791802,27.089267975001754,0.10269620882663211,0.32068880379720716,0.0057348651432605905,4.167241853822001,2.0874880160012212,1.7688944371402573,SAFE,20
11.800830512825453,0.0846264141002895,1.1336233332418186,0.09614628669241378,32.21459673713582,0.09405972488757815,0.3726970874744277,0.004288888419294011,4.394347778093243,2.355916794998846,1.294544622129865,SAFE,21
10.246334735124762,0.08478488917079352,1.1320071097253657,0.10063506130108595,38.473461599287056,0.09200036642056722,0.35872970206859656,0.004556479687868999,4.719750030754128,2.2401960271358203,1.520373465597787,SAFE,22
12.821560052002907,0.08488981643615459,1.0818164387359053,0.07124237877692813,39.48970663908277,0.09386906086528546,0.3092271244689679,0.005125429766371388,5.051994673650223,2.3490481761064186,2.022478446202845,SAFE,23
12.919179366983446,0.07484804723675564,1.02213087680255,0.08000713341942416,34.31952546506789,0.10979282504705089,0.3153199184753128,0.006451898006651616,5.1781074228086945,1.8727125979287953,1.8178874735302186,SAFE,24
11.244590955503849,0.08300498280630364,0.9523562635560341,0.08159320680853308,30.348948034596248,0.130964579734776,0.35325316777094495,0.005814244093175037,4.3809536791696475,1.7680100757353021,1.5048291302187935,SAFE,25
11.641263556213039,0.0854940893922009,0.9955411893368125,0.0732515894179356,30.019345408727084,0.12057616503037637,0.39290435040533883,0.006527496102356383,4.625758858758687,2.007338165805486,1.235143583529711,SAFE,26
11.867220061558573,0.07280807470268555,1.062471033469773,0.09795708195080649,30.36267198672159,0.09817868773894833,0.3147830099944093,0.005680223371586534,3.7631233085578515,1.4066992379015448,1.26818347917436,SAFE,27
11.910682631940958,0.07747534436775334,1.0433591797124442,0.07511102095332003,31.571475368060277,0.0912625892046046,0.30270138405879554,0.006209804632287806,3.196412449611927,1.8273058906441122,1.3569863618170854,SAFE,28
12.947898393569476,0.08229314417458822,0.9624322779717023,0.07590542809644622,32.365173294154154,0.08970902179504155,0.30515967032906405,0.005283065727570442,3.3211530243439857,1.9669356030696707,1.5644973765943992,SAFE,29
11.320431821644195,0.0948499109501191,1.0610327848628192,0.09170450925960745,31.81762213147027,0.09579102358615309,0.3205126017144527,0.005305993186785991,4.081009225505711,1.9968019804834278,1.8653231642970016,SAFE,30
12.27085259406125,0.09228601923991321,1.1416964671296725,0.0907272056051296,30.79404153006148,0.07442284530888524,0.2938181469139966,0.004739038384745677,3.973298685586879,1.4880250345329444,1.6567828721216897,SAFE,31
12.343333014562,0.10168246081858141,1.078199621859695,0.06352214443148671,28.54310275903639,0.09404941886573859,0.3217416711524411,0.004810153865275671,3.549152107048817,1.8526042504914897,1.6120781257637202,SAFE,32
12.901350713161031,0.10788829832765166,1.0407129799710082,0.08565338741567173,30.60215011795509,0.08432275555231032,0.35200517432479084,0.004861301359146643,3.9395626373709405,2.3796959072282915,1.2979261819886758,SAFE,33
14.511466925977768,0.09991143093082804,1.1114590342779938,0.06296288906639866,24.50444243523114,0.09210237864504268,0.32939934657841513,0.0049654568311791785,3.6904288819341544,2.222732323685376,1.6146660919521332,SAFE,34
15.8632237531007,0.105154391707759,1.0285963882342548,0.05226195243104145,26.127201739363873,0.09256755959003336,0.3333656805225577,0.004378293031174964,3.9649283022304984,2.0450184910553464,1.6119337307624282,SAFE,35
17.597660304294678,0.11259584567323355,0.9945723090329587,0.07128079207179108,27.663990229828887,0.08609906714178234,0.357887116360098,0.004498085992727272,4.0084629684476125,1.9609354178188847,1.6472771920528686,SAFE,36
14.529374690107426,0.11780051181868306,1.1109376459172038,0.061414379395123994,27.69406855323664,0.10636271142876155,0.40013123522950755,0.004880714880125042,3.496506511638324,2.1581767326287458,2.059450633207859,SAFE,37
15.060222910937322,0.11612680206967527,1.098706567616614,0.06286098009701582,30.306498467863037,0.09917558804719928,0.41398373950073214,0.00466528485846116,4.160723647004367,2.37200160016738,2.0681074523170504,SAFE,38
15.97490791827893,0.11141586322691613,1.1181067942066274,0.05496340844078889,32.69219175004358,0.08747041640033507,0.38495238154278666,0.0040970824748894075,3.2675945379628173,2.4228094483837017,2.4714559115528267,SAFE,39
14.960036899467642,0.098424220491718,1.0715429541740378,0.06212151924009106,32.5301060827984,0.09728522117314034,0.3875484934861125,0.0037603321671407764,2.9734422454514053,2.252255467948196,2.5373320028964548,SAFE,40
14.896195421852607,0.10782269513917957,1.1531339817014385,0.08155274566704485,37.6815803550932,0.10898743857908653,0.3722880453021033,0.004813273805462091,3.5222371974619273,2.46324435310341,2.2928431141435475,SAFE,41
16.544558400240994,0.09498892914469793,1.1527202692181069,0.061434504988199044,34.02155369953814,0.1042926742858571,0.3479799486346719,0.004865979564595608,5.048217629170468,2.0622543596006278,1.9375933856327132,SAFE,42
15.85858766607711,0.09508740457431974,1.2073079134355993,0.06911330864335793,31.85824859199808,0.10553767372013088,0.3608791916841423,0.005946922560765313,3.874455297037761,2.3419723100083947,1.9103157721906425,SAFE,43
17.22339654393498,0.10453697006351392,1.1708540566669166,0.05031582468853689,30.354872358542274,0.11620058713162705,0.3702962716807101,0.005528261743465921,3.8151868863882314,2.5862332603699674,2.184729686015112,SAFE,44
16.558509014357234,0.09597763409592157,1.1124856661359324,0.0839849736830511,33.088766759146694,0.10954775301773886,0.3650328364423704,0.005284164636201525,2.655662603145099,2.3415251705261064,1.7881589795456665,SAFE,45
16.696106014625094,0.096987196850664,1.1199155769956637,0.07146743572426492,33.225058648810204,0.10410673482273478,0.38632946651271344,0.005615482471331005,2.8910653327453955,2.6958522212293112,1.6868529665675869,SAFE,46
17.384662686624957,0.08595937128061067,1.089033330499004,0.08062815250156123,27.611983079527644,0.11294067351765397,0.3701630153542861,0.0058766515027440435,2.814519830274454,2.7722955307818298,1.5544738930621356,SAFE,47
15.38020155964905,0.08679440712254824,1.0821322255642454,0.08413201371337256,27.38619124787027,0.10787335785308694,0.36282840849382214,0.006660512962610012,3.1027069479613756,2.5800039948297036,1.5575865239245907,SAFE,48
15.776991152462255,0.08264787727538636,1.0603384945380172,0.08478934480028925,26.54109627229713,0.09626827028778691,0.36455147007603406,0.00462285671437325,4.006510905512439,2.349787751668767,1.7651385465277354,SAFE,49
14.937819127548938,0.08112419779876588,1.0229701480089377,0.07810034378917015,31.637870688487176,0.097182142297551,0.3689587286225551,0.005073796015746171,4.410478436043783,2.45774568286797,1.8711014682926164,SAFE,50
16.430422855789047,0.09016879712974317,1.0972901502389405,0.061459698698045115,29.207236626269626,0.08588581251284395,0.34111937213137017,0.004256466605781552,4.105390607190008,2.183707825237274,1.9455500540961213,SAFE,51
15.649831468490312,0.09762158616866054,1.1379168829259483,0.0845151247915466,29.36446405520775,0.08859882471393421,0.39052182560449916,0.0043490095407543025,4.407056515068448,2.5002916923081617,1.6086533717602196,SAFE,52
15.04777953143691,0.09395247800394528,1.0943536335130175,0.07159356078431064,25.58742439674143,0.10357214804402784,0.3972002886869502,0.003677927430056397,4.319508136068141,2.234937860936012,1.8821503186790778,SAFE,53
13.956430568333193,0.09756807617651413,1.201126485555457,0.07221816531554884,27.084337657124607,0.08747172791293222,0.3854429552036893,0.004167919996679719,3.6979102909673642,2.7922654391795065,2.1593320504412574,SAFE,54
14.130486885304462,0.09477744834654282,1.1549483231360278,0.06983164412197082,32.51843439604678,0.09007319144012835,0.37715936087999213,0.0035744486774108293,3.7240362280132833,2.669006697000336,2.0582006430844433,SAFE,55
15.011495025603269,0.09347601318442698,1.199475567030294,0.08466168346252291,29.806454140312812,0.10003263111710411,0.36847195208231837,0.002503165008555435,4.008509569277614,2.1705349737192416,1.8185379132216246,SAFE,56
15.080873319201066,0.08649199284509125,1.0596526415150394,0.11192539426518443,32.18436845380056,0.099305978448863,0.40040226748856567,0.002257230245236622,5.843412486614835,2.4551226778798063,2.066591124910529,SAFE,57
17.81469720804185,0.08601228441822388,1.0712308095199121,0.09542412481629646,31.12343173562264,0.11691687960715105,0.41175663333224116,0.003795685540059988,6.023131477858212,2.245186920163641,2.383373074814675,SAFE,58
16.543270100997884,0.07478197786847245,1.0016354636332043,0.0933089182979781,30.793622858170902,0.11342533998266963,0.4121880994902744,0.004596183409979393,5.859997968172947,1.7175756822491728,2.3813638417726803,SAFE,59
15.062880244648902,0.09693926026616065,0.9989578162300008,0.10342183968851722,32.14614520383654,0.11497501291342178,0.458593570258488,0.005645847124383318,4.485876861766186,2.261635820681404,2.103818763596703,SAFE,60
14.881151035443624,0.1067757257223531,1.0609235281914555,0.1142055988875297,28.468647246978577,0.12856969319818715,0.44624595394377914,0.0040114956390287955,4.445966167640072,2.88094445715769,1.8120454743620722,SAFE,61
15.336896070750328,0.12351104116134594,1.1016092804692605,0.10371505145937406,26.934463359528063,0.1279144974097527,0.3996884835715375,0.005590770890899893,5.037759445473389,2.793196850595994,2.0001939577089733,SAFE,62
13.657453045965191,0.1261816418942395,1.079046497688417,0.09632095186047758,25.43626427175745,0.12075804564743753,0.4057740668707297,0.007228149060333273,5.04228693771599,2.757200905674113,1.6086201174715924,SAFE,63
15.6298064278973,0.122012517048595,1.1026718610368222,0.10828316556438988,30.804412416099346,0.1102143581319672,0.4051593724934319,0.00588428841210096,5.348367912549628,2.6847982180584706,1.357193528929922,SAFE,64
